"POR_NUMBER","POR_PRO_ID","POR_DATE"
"4777621719","815","16.06.2005 10:00:00"
"4777621720","815","16.06.2005 10:00:00"
"4777621721","815","16.06.2005 10:00:00"
"4777621722","815","16.06.2005 10:00:00"
"4777621723","815","16.06.2005 10:00:00"
"4777621724","815","16.06.2005 10:00:00"
"4777621725","815","16.06.2005 10:00:00"
"4777621726","815","16.06.2005 10:00:00"
"4777621727","815","16.06.2005 10:00:00"
"4777621728","815","16.06.2005 10:00:00"
"4777621729","815","16.06.2005 10:00:00"
"4777621730","815","16.06.2005 10:00:00"
"4777621731","815","16.06.2005 10:00:00"
"4777621732","815","16.06.2005 10:00:00"
"4777621733","815","16.06.2005 10:00:00"
"4777621734","815","16.06.2005 10:00:00"
"4777621735","815","16.06.2005 10:00:00"
"4777621736","815","16.06.2005 10:00:00"
"4777621737","815","16.06.2005 10:00:00"
"4777621738","815","16.06.2005 10:00:00"
"4777621739","815","16.06.2005 10:00:00"
"4777621740","815","16.06.2005 10:00:00"
"4777621741","815","16.06.2005 10:00:00"
"4777621742","815","16.06.2005 10:00:00"
"4777621743","815","16.06.2005 10:00:00"
"4777621744","815","16.06.2005 10:00:00"
"4777621745","815","16.06.2005 10:00:00"
"4777621746","815","16.06.2005 10:00:00"
"4777621747","815","16.06.2005 10:00:00"
"4777621748","815","16.06.2005 10:00:00"
"4777621749","815","16.06.2005 10:00:00"
"4777621750","815","16.06.2005 10:00:00"
"4777621751","815","16.06.2005 10:00:00"
"4777621752","815","16.06.2005 10:00:00"
"4777621753","815","16.06.2005 10:00:00"
"4777621754","815","16.06.2005 10:00:00"
"4777621755","815","16.06.2005 10:00:00"
"4777621756","815","16.06.2005 10:00:00"
"4777621757","815","16.06.2005 10:00:00"
"4777621758","815","16.06.2005 10:00:00"
"4777621759","815","16.06.2005 10:00:00"
"4777621760","815","16.06.2005 10:00:00"
"4777621761","815","16.06.2005 10:00:00"
"4777621762","815","16.06.2005 10:00:00"
"4777621763","815","16.06.2005 10:00:00"
"4777621764","815","16.06.2005 10:00:00"
"4777621765","815","16.06.2005 10:00:00"
"4777621766","815","16.06.2005 10:00:00"
"4723008600","815","14.04.2005 10:00:00"
"4723008601","815","14.04.2005 10:00:00"
"4723008602","815","14.04.2005 10:00:00"
"4723008603","815","14.04.2005 10:00:00"
"4723008604","815","14.04.2005 10:00:00"
"4723008605","815","14.04.2005 10:00:00"
"4723008606","815","14.04.2005 10:00:00"
"4723008607","815","14.04.2005 10:00:00"
"4723008608","815","14.04.2005 10:00:00"
"4723008609","815","14.04.2005 10:00:00"
"4723008610","815","14.04.2005 10:00:00"
"4723008611","815","14.04.2005 10:00:00"
"4723008612","815","14.04.2005 10:00:00"
"4723008613","815","14.04.2005 10:00:00"
"4723008614","815","14.04.2005 10:00:00"
"4723008615","815","14.04.2005 10:00:00"
"4723008616","815","14.04.2005 10:00:00"
"4723008617","815","14.04.2005 10:00:00"
"4723008618","815","14.04.2005 10:00:00"
"4723008619","815","14.04.2005 10:00:00"
"4723008620","815","14.04.2005 10:00:00"
"4723008621","815","14.04.2005 10:00:00"
"4723008622","815","14.04.2005 10:00:00"
"4723008623","815","14.04.2005 10:00:00"
"4723008624","815","14.04.2005 10:00:00"
"4723008625","815","14.04.2005 10:00:00"
"4723008626","815","14.04.2005 10:00:00"
"4723008627","815","14.04.2005 10:00:00"
"4723008628","815","14.04.2005 10:00:00"
"4723008629","815","14.04.2005 10:00:00"
"4722552820","815","09.08.2001 10:00:00"
"4763874950","815","10.08.2001 10:00:00"
"4733078501","815","09.08.2001 09:00:00"
"4733078534","815","09.08.2001 09:00:00"
"4723377740","815","18.07.2001 09:00:00"
"4723377741","815","18.07.2001 09:00:00"
"4723377742","815","18.07.2001 09:00:00"
"4723377743","815","18.07.2001 09:00:00"
"4723377744","815","18.07.2001 09:00:00"
"4723377745","815","18.07.2001 09:00:00"
"4723377746","815","18.07.2001 09:00:00"
"4723377747","815","18.07.2001 09:00:00"
"4723377748","815","18.07.2001 09:00:00"
"4723377749","815","18.07.2001 09:00:00"
"4722566161","815","16.05.2001 09:00:00"
"4722565984","815","16.05.2001 09:00:00"
"4773895346","815","21.05.2001 09:00:00"
"4773895347","815","21.05.2001 09:00:00"
"4773895348","815","21.05.2001 09:00:00"
"4773895349","815","21.05.2001 09:00:00"
"4773895350","815","21.05.2001 09:00:00"
"4773895351","815","21.05.2001 09:00:00"
"4773895352","815","21.05.2001 09:00:00"
"4773895353","815","21.05.2001 09:00:00"
"4773895354","815","21.05.2001 09:00:00"
"4773895355","815","21.05.2001 09:00:00"
"4773895356","815","21.05.2001 09:00:00"
"4773895357","815","21.05.2001 09:00:00"
"4773895358","815","21.05.2001 09:00:00"
"4773895359","815","21.05.2001 09:00:00"
"4773895360","815","21.05.2001 09:00:00"
"4773895361","815","21.05.2001 09:00:00"
"4773895362","815","21.05.2001 09:00:00"
"4773895363","815","21.05.2001 09:00:00"
"4773895364","815","21.05.2001 09:00:00"
"4773895365","815","21.05.2001 09:00:00"
"4773895366","815","21.05.2001 09:00:00"
"4773895367","815","21.05.2001 09:00:00"
"4773895368","815","21.05.2001 09:00:00"
"4773895369","815","21.05.2001 09:00:00"
"4773895370","815","21.05.2001 09:00:00"
"4773895371","815","21.05.2001 09:00:00"
"4773895372","815","21.05.2001 09:00:00"
"4773895373","815","21.05.2001 09:00:00"
"4773895374","815","21.05.2001 09:00:00"
"4773895375","815","21.05.2001 09:00:00"
"4773895376","815","21.05.2001 09:00:00"
"4773895377","815","21.05.2001 09:00:00"
"4773895378","815","21.05.2001 09:00:00"
"4773895379","815","21.05.2001 09:00:00"
"4773895380","815","21.05.2001 09:00:00"
"4773895381","815","21.05.2001 09:00:00"
"4773895382","815","21.05.2001 09:00:00"
"4773895383","815","21.05.2001 09:00:00"
"4773895384","815","21.05.2001 09:00:00"
"4773895385","815","21.05.2001 09:00:00"
"4773895386","815","21.05.2001 09:00:00"
"4773895387","815","21.05.2001 09:00:00"
"4773895388","815","21.05.2001 09:00:00"
"4773895389","815","21.05.2001 09:00:00"
"4773895390","815","21.05.2001 09:00:00"
"4773895391","815","21.05.2001 09:00:00"
"4773895392","815","21.05.2001 09:00:00"
"4773895393","815","21.05.2001 09:00:00"
"4773895394","815","21.05.2001 09:00:00"
"4773895395","815","21.05.2001 09:00:00"
"4773895396","815","21.05.2001 09:00:00"
"4773895397","815","21.05.2001 09:00:00"
"4773895398","815","21.05.2001 09:00:00"
"4773895399","815","21.05.2001 09:00:00"
"4773895271","815","21.05.2001 09:00:00"
"4773895272","815","21.05.2001 09:00:00"
"4773895273","815","21.05.2001 09:00:00"
"4773895274","815","21.05.2001 09:00:00"
"4773895275","815","21.05.2001 09:00:00"
"4773895276","815","21.05.2001 09:00:00"
"4773895277","815","21.05.2001 09:00:00"
"4773895278","815","21.05.2001 09:00:00"
"4773895279","815","21.05.2001 09:00:00"
"4773895280","815","21.05.2001 09:00:00"
"4773895281","815","21.05.2001 09:00:00"
"4773895282","815","21.05.2001 09:00:00"
"4773895283","815","21.05.2001 09:00:00"
"4773895284","815","21.05.2001 09:00:00"
"4773895285","815","21.05.2001 09:00:00"
"4773895286","815","21.05.2001 09:00:00"
"4773895287","815","21.05.2001 09:00:00"
"4773895288","815","21.05.2001 09:00:00"
"4773895289","815","21.05.2001 09:00:00"
"4773895290","815","21.05.2001 09:00:00"
"4773895291","815","21.05.2001 09:00:00"
"4773895292","815","21.05.2001 09:00:00"
"4773895293","815","21.05.2001 09:00:00"
"4773895294","815","21.05.2001 09:00:00"
"4773895295","815","21.05.2001 09:00:00"
"4773895296","815","21.05.2001 09:00:00"
"4773895297","815","21.05.2001 09:00:00"
"4773895298","815","21.05.2001 09:00:00"
"4773895299","815","21.05.2001 09:00:00"
"4773895300","815","21.05.2001 09:00:00"
"4773895301","815","21.05.2001 09:00:00"
"4773895302","815","21.05.2001 09:00:00"
"4773895303","815","21.05.2001 09:00:00"
"4773895304","815","21.05.2001 09:00:00"
"4773895305","815","21.05.2001 09:00:00"
"4773895306","815","21.05.2001 09:00:00"
"4773895307","815","21.05.2001 09:00:00"
"4773895308","815","21.05.2001 09:00:00"
"4773895309","815","21.05.2001 09:00:00"
"4773895310","815","21.05.2001 09:00:00"
"4773895311","815","21.05.2001 09:00:00"
"4773895312","815","21.05.2001 09:00:00"
"4773895313","815","21.05.2001 09:00:00"
"4773895314","815","21.05.2001 09:00:00"
"4773895315","815","21.05.2001 09:00:00"
"4773895316","815","21.05.2001 09:00:00"
"4773895317","815","21.05.2001 09:00:00"
"4773895318","815","21.05.2001 09:00:00"
"4773895319","815","21.05.2001 09:00:00"
"4773895320","815","21.05.2001 09:00:00"
"4773895321","815","21.05.2001 09:00:00"
"4773895322","815","21.05.2001 09:00:00"
"4773895323","815","21.05.2001 09:00:00"
"4773895324","815","21.05.2001 09:00:00"
"4773895325","815","21.05.2001 09:00:00"
"4773895326","815","21.05.2001 09:00:00"
"4773895327","815","21.05.2001 09:00:00"
"4773895328","815","21.05.2001 09:00:00"
"4773895329","815","21.05.2001 09:00:00"
"4773895330","815","21.05.2001 09:00:00"
"4773895331","815","21.05.2001 09:00:00"
"4773895332","815","21.05.2001 09:00:00"
"4773895333","815","21.05.2001 09:00:00"
"4773895334","815","21.05.2001 09:00:00"
"4773895335","815","21.05.2001 09:00:00"
"4773895336","815","21.05.2001 09:00:00"
"4773895337","815","21.05.2001 09:00:00"
"4773895338","815","21.05.2001 09:00:00"
"4773895339","815","21.05.2001 09:00:00"
"4773895340","815","21.05.2001 09:00:00"
"4773895341","815","21.05.2001 09:00:00"
"4773895342","815","21.05.2001 09:00:00"
"4773895343","815","21.05.2001 09:00:00"
"4773895344","815","21.05.2001 09:00:00"
"4773895345","815","21.05.2001 09:00:00"
"4773895196","815","21.05.2001 09:00:00"
"4773895197","815","21.05.2001 09:00:00"
"4773895198","815","21.05.2001 09:00:00"
"4773895199","815","21.05.2001 09:00:00"
"4773895200","815","21.05.2001 09:00:00"
"4773895201","815","21.05.2001 09:00:00"
"4773895202","815","21.05.2001 09:00:00"
"4773895203","815","21.05.2001 09:00:00"
"4773895204","815","21.05.2001 09:00:00"
"4773895205","815","21.05.2001 09:00:00"
"4773895206","815","21.05.2001 09:00:00"
"4773895207","815","21.05.2001 09:00:00"
"4773895208","815","21.05.2001 09:00:00"
"4773895209","815","21.05.2001 09:00:00"
"4773895210","815","21.05.2001 09:00:00"
"4773895211","815","21.05.2001 09:00:00"
"4773895212","815","21.05.2001 09:00:00"
"4773895213","815","21.05.2001 09:00:00"
"4773895214","815","21.05.2001 09:00:00"
"4773895215","815","21.05.2001 09:00:00"
"4773895216","815","21.05.2001 09:00:00"
"4773895217","815","21.05.2001 09:00:00"
"4773895218","815","21.05.2001 09:00:00"
"4773895219","815","21.05.2001 09:00:00"
"4773895220","815","21.05.2001 09:00:00"
"4773895221","815","21.05.2001 09:00:00"
"4773895222","815","21.05.2001 09:00:00"
"4773895223","815","21.05.2001 09:00:00"
"4773895224","815","21.05.2001 09:00:00"
"4773895225","815","21.05.2001 09:00:00"
"4773895226","815","21.05.2001 09:00:00"
"4773895227","815","21.05.2001 09:00:00"
"4773895228","815","21.05.2001 09:00:00"
"4773895229","815","21.05.2001 09:00:00"
"4773895230","815","21.05.2001 09:00:00"
"4773895231","815","21.05.2001 09:00:00"
"4773895232","815","21.05.2001 09:00:00"
"4773895233","815","21.05.2001 09:00:00"
"4773895234","815","21.05.2001 09:00:00"
"4773895235","815","21.05.2001 09:00:00"
"4773895236","815","21.05.2001 09:00:00"
"4773895237","815","21.05.2001 09:00:00"
"4773895238","815","21.05.2001 09:00:00"
"4773895239","815","21.05.2001 09:00:00"
"4773895240","815","21.05.2001 09:00:00"
"4773895241","815","21.05.2001 09:00:00"
"4773895242","815","21.05.2001 09:00:00"
"4773895243","815","21.05.2001 09:00:00"
"4773895244","815","21.05.2001 09:00:00"
"4773895245","815","21.05.2001 09:00:00"
"4773895246","815","21.05.2001 09:00:00"
"4773895247","815","21.05.2001 09:00:00"
"4773895248","815","21.05.2001 09:00:00"
"4773895249","815","21.05.2001 09:00:00"
"4773895250","815","21.05.2001 09:00:00"
"4773895251","815","21.05.2001 09:00:00"
"4773895252","815","21.05.2001 09:00:00"
"4773895253","815","21.05.2001 09:00:00"
"4773895254","815","21.05.2001 09:00:00"
"4773895255","815","21.05.2001 09:00:00"
"4773895256","815","21.05.2001 09:00:00"
"4773895257","815","21.05.2001 09:00:00"
"4773895258","815","21.05.2001 09:00:00"
"4773895259","815","21.05.2001 09:00:00"
"4773895260","815","21.05.2001 09:00:00"
"4773895261","815","21.05.2001 09:00:00"
"4773895262","815","21.05.2001 09:00:00"
"4773895263","815","21.05.2001 09:00:00"
"4773895264","815","21.05.2001 09:00:00"
"4773895265","815","21.05.2001 09:00:00"
"4773895266","815","21.05.2001 09:00:00"
"4773895267","815","21.05.2001 09:00:00"
"4773895268","815","21.05.2001 09:00:00"
"4773895269","815","21.05.2001 09:00:00"
"4773895270","815","21.05.2001 09:00:00"
"4773895121","815","21.05.2001 09:00:00"
"4773895122","815","21.05.2001 09:00:00"
"4773895123","815","21.05.2001 09:00:00"
"4773895124","815","21.05.2001 09:00:00"
"4773895125","815","21.05.2001 09:00:00"
"4773895126","815","21.05.2001 09:00:00"
"4773895127","815","21.05.2001 09:00:00"
"4773895128","815","21.05.2001 09:00:00"
"4773895129","815","21.05.2001 09:00:00"
"4773895130","815","21.05.2001 09:00:00"
"4773895131","815","21.05.2001 09:00:00"
"4773895132","815","21.05.2001 09:00:00"
"4773895133","815","21.05.2001 09:00:00"
"4773895134","815","21.05.2001 09:00:00"
"4773895135","815","21.05.2001 09:00:00"
"4773895136","815","21.05.2001 09:00:00"
"4773895137","815","21.05.2001 09:00:00"
"4773895138","815","21.05.2001 09:00:00"
"4773895139","815","21.05.2001 09:00:00"
"4773895140","815","21.05.2001 09:00:00"
"4773895141","815","21.05.2001 09:00:00"
"4773895142","815","21.05.2001 09:00:00"
"4773895143","815","21.05.2001 09:00:00"
"4773895144","815","21.05.2001 09:00:00"
"4773895145","815","21.05.2001 09:00:00"
"4773895146","815","21.05.2001 09:00:00"
"4773895147","815","21.05.2001 09:00:00"
"4773895148","815","21.05.2001 09:00:00"
"4773895149","815","21.05.2001 09:00:00"
"4773895150","815","21.05.2001 09:00:00"
"4773895151","815","21.05.2001 09:00:00"
"4773895152","815","21.05.2001 09:00:00"
"4773895153","815","21.05.2001 09:00:00"
"4773895154","815","21.05.2001 09:00:00"
"4773895155","815","21.05.2001 09:00:00"
"4773895156","815","21.05.2001 09:00:00"
"4773895157","815","21.05.2001 09:00:00"
"4773895158","815","21.05.2001 09:00:00"
"4773895159","815","21.05.2001 09:00:00"
"4773895160","815","21.05.2001 09:00:00"
"4773895161","815","21.05.2001 09:00:00"
"4773895162","815","21.05.2001 09:00:00"
"4773895163","815","21.05.2001 09:00:00"
"4773895164","815","21.05.2001 09:00:00"
"4773895165","815","21.05.2001 09:00:00"
"4773895166","815","21.05.2001 09:00:00"
"4773895167","815","21.05.2001 09:00:00"
