CDA04723233840;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04723233841;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04723233842;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04723233843;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04723233844;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04723233845;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04723233846;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04723233847;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04723233848;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04723233849;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04723233850;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04723233851;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04723233852;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04723233853;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04723233854;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04723233855;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04723233856;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04723233857;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04723233858;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04723233859;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04723233860;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04723233861;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04723233862;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04723233863;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04723233864;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04723233865;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04723233866;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04723233867;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04723233868;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04723233869;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004300;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004301;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004302;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004303;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004304;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004305;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004306;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004307;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004308;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004309;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004310;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004311;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004312;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004313;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004314;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004315;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004316;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004317;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004318;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004319;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004320;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004321;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004322;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004323;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004324;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004325;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004326;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004327;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004328;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004329;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004340;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004341;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004342;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004343;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004344;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004345;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004346;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004347;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004348;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004349;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004350;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004351;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004352;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004353;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004354;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004355;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004356;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004357;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004358;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004359;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004360;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004361;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004362;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004363;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004364;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004365;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004366;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004367;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004368;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004369;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004370;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004371;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004372;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004373;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004374;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004375;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004376;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004377;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004378;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004379;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004380;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004381;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004382;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004383;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004384;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004385;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004386;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004387;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004388;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004389;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004390;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004391;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004392;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004393;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004394;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
CDA04737004395;MCPBXCDA;ADD;CUG;CUG;RIKS;GSC 30.11.2005;;C-VPN;VPN;16496
